groesse_cm,gewicht_kg,schuhgroesse,geschlecht,geschlecht_label
167,64.2,40,1,weiblich
161,75.1,39,1,weiblich
174,67.7,40,1,weiblich
181,88.9,44,0,männlich
161,61.3,37,1,weiblich
164,57.6,38,1,weiblich
181,67.3,42,0,männlich
179,79.9,44,0,männlich
185,98.0,46,0,männlich
181,72.2,42,0,männlich
183,75.8,42,0,männlich
159,67.6,38,1,weiblich
166,68.7,40,0,männlich
172,87.1,42,0,männlich
174,81.2,43,0,männlich
165,80.2,37,1,weiblich
163,80.6,39,1,weiblich
183,84.9,43,0,männlich
150,62.8,35,1,weiblich
182,86.9,45,0,männlich
172,79.4,39,1,weiblich
180,87.1,44,0,männlich
162,73.1,38,1,weiblich
179,71.0,44,0,männlich
167,75.7,40,1,weiblich
174,77.7,40,1,weiblich
161,71.9,39,1,weiblich
170,64.6,41,0,männlich
185,94.6,41,0,männlich
187,84.7,46,0,männlich
174,99.8,42,0,männlich
164,76.8,39,1,weiblich
175,80.1,41,0,männlich
165,60.4,37,1,weiblich
183,87.6,44,0,männlich
176,67.8,42,0,männlich
169,62.5,37,1,weiblich
164,57.7,39,1,weiblich
175,64.5,41,0,männlich
176,93.0,44,0,männlich
179,94.8,45,0,männlich
184,94.9,44,0,männlich
181,81.3,43,0,männlich
163,56.3,38,1,weiblich
168,64.9,39,1,weiblich
164,61.5,38,1,weiblich
183,108.1,44,0,männlich
170,77.2,39,0,männlich
176,78.7,41,0,männlich
187,87.7,43,0,männlich
171,71.7,39,1,weiblich
162,56.9,38,1,weiblich
154,61.9,35,1,weiblich
173,66.0,43,0,männlich
169,59.8,37,1,weiblich
180,80.4,45,0,männlich
174,82.3,41,1,weiblich
192,86.5,45,0,männlich
174,88.6,42,0,männlich
168,68.5,37,1,weiblich
174,70.8,44,0,männlich
174,70.4,43,0,männlich
172,86.5,43,0,männlich
163,69.9,38,1,weiblich
181,73.5,42,0,männlich
186,83.8,43,0,männlich
182,88.4,44,0,männlich
164,70.5,37,1,weiblich
170,86.9,40,0,männlich
160,56.4,34,1,weiblich
169,78.0,41,0,männlich
180,85.4,42,0,männlich
160,65.9,35,1,weiblich
163,67.9,39,1,weiblich
170,64.7,37,1,weiblich
161,71.1,39,1,weiblich
185,88.8,44,0,männlich
161,59.9,38,1,weiblich
174,67.8,41,1,weiblich
170,73.7,36,1,weiblich
164,70.3,38,1,weiblich
175,74.5,41,0,männlich
162,65.7,37,1,weiblich
160,65.5,39,1,weiblich
172,81.4,42,1,weiblich
163,61.5,40,1,weiblich
162,63.3,36,1,weiblich
158,49.9,34,1,weiblich
176,88.2,42,0,männlich
184,105.8,44,0,männlich
163,58.7,37,0,männlich
177,91.2,43,0,männlich
163,65.4,36,1,weiblich
169,67.1,42,0,männlich
186,73.2,44,0,männlich
158,51.8,36,1,weiblich
187,84.6,43,0,männlich
170,84.4,39,1,weiblich
180,77.6,39,0,männlich
197,99.4,46,0,männlich
161,58.0,36,1,weiblich
178,86.9,43,0,männlich
171,91.3,41,0,männlich
165,54.2,39,1,weiblich
179,86.6,44,0,männlich
155,61.2,37,1,weiblich
174,73.1,41,1,weiblich
173,72.9,41,1,weiblich
181,75.5,42,0,männlich
173,80.0,42,0,männlich
164,67.7,37,1,weiblich
161,71.1,37,1,weiblich
173,90.8,42,0,männlich
167,66.4,39,1,weiblich
161,62.7,37,1,weiblich
186,89.6,44,0,männlich
177,93.9,41,0,männlich
182,81.7,42,0,männlich
167,71.3,40,1,weiblich
162,77.7,40,1,weiblich
162,76.1,39,0,männlich
191,105.6,45,0,männlich
172,77.3,39,1,weiblich
185,102.7,47,0,männlich
167,72.1,39,1,weiblich
176,83.5,41,1,weiblich
181,90.1,43,0,männlich
170,65.4,39,0,männlich
177,78.0,40,1,weiblich
162,60.1,37,1,weiblich
167,76.7,39,0,männlich
163,61.8,39,1,weiblich
177,76.1,42,0,männlich
177,85.3,43,0,männlich
167,64.9,38,1,weiblich
163,60.1,37,1,weiblich
159,65.2,37,1,weiblich
184,89.3,43,0,männlich
164,67.2,38,1,weiblich
160,60.1,34,1,weiblich
182,82.5,44,0,männlich
160,59.9,36,1,weiblich
180,99.4,46,0,männlich
156,47.6,34,1,weiblich
165,65.2,37,1,weiblich
171,64.8,41,0,männlich
165,54.9,36,1,weiblich
189,100.7,44,0,männlich
177,84.7,41,0,männlich
172,76.3,42,0,männlich
173,70.9,44,0,männlich
162,65.5,40,1,weiblich
167,72.0,40,1,weiblich
164,62.0,35,1,weiblich
166,56.6,39,1,weiblich
182,80.5,44,0,männlich
160,40.0,36,1,weiblich
174,65.1,39,1,weiblich
158,51.0,35,1,weiblich
178,80.6,43,0,männlich
182,67.1,40,0,männlich
178,75.9,42,0,männlich
168,67.7,40,1,weiblich
169,81.0,43,0,männlich
180,79.5,42,0,männlich
179,87.4,41,0,männlich
161,72.0,37,1,weiblich
166,64.3,40,1,weiblich
162,56.7,36,1,weiblich
172,67.8,40,1,weiblich
162,63.4,37,1,weiblich
169,68.7,38,1,weiblich
180,75.5,39,1,weiblich
183,92.9,43,0,männlich
170,75.3,40,1,weiblich
167,74.6,39,1,weiblich
176,76.1,39,1,weiblich
171,71.2,39,1,weiblich
173,81.9,41,1,weiblich
167,77.5,41,1,weiblich
158,64.1,37,1,weiblich
162,51.1,37,1,weiblich
166,65.1,39,1,weiblich
165,59.7,40,1,weiblich
162,57.0,39,1,weiblich
180,91.9,43,0,männlich
165,55.6,39,1,weiblich
173,87.4,42,1,weiblich
173,66.4,39,1,weiblich
172,83.0,44,0,männlich
181,92.5,43,0,männlich
173,80.6,42,0,männlich
192,106.7,46,0,männlich
170,63.9,39,1,weiblich
157,52.5,35,1,weiblich
187,98.8,44,0,männlich
163,68.0,39,1,weiblich
171,76.5,41,1,weiblich
164,74.4,39,1,weiblich
168,74.4,38,1,weiblich
169,79.9,44,0,männlich
159,64.1,38,1,weiblich
169,59.9,39,0,männlich
171,67.1,41,0,männlich
167,68.9,38,1,weiblich
150,42.0,35,1,weiblich
167,80.2,38,1,weiblich
175,94.8,44,0,männlich
160,56.5,36,1,weiblich
172,75.1,39,1,weiblich
169,51.9,40,0,männlich
166,70.1,38,1,weiblich
181,84.4,43,0,männlich
193,94.8,47,0,männlich
159,55.3,38,1,weiblich
163,46.9,36,1,weiblich
190,99.5,44,0,männlich
154,53.8,38,1,weiblich
183,79.4,42,0,männlich
188,86.5,44,0,männlich
166,57.7,37,1,weiblich
175,57.9,39,1,weiblich
167,77.4,39,1,weiblich
182,84.6,41,0,männlich
190,81.1,43,0,männlich
177,75.5,42,0,männlich
160,63.0,36,1,weiblich
162,58.5,37,1,weiblich
173,88.4,40,0,männlich
167,61.4,38,1,weiblich
171,74.6,42,1,weiblich
184,94.0,46,0,männlich
180,91.6,43,0,männlich
186,91.8,46,0,männlich
166,68.2,39,1,weiblich
180,81.8,42,0,männlich
165,69.3,39,0,männlich
172,64.6,38,1,weiblich
179,81.1,42,0,männlich
172,66.0,39,0,männlich
165,67.9,37,1,weiblich
166,63.9,39,1,weiblich
173,76.8,43,0,männlich
178,82.4,39,1,weiblich
158,47.4,36,1,weiblich
167,62.7,38,1,weiblich
160,68.0,37,1,weiblich
162,59.9,39,1,weiblich
154,68.8,37,1,weiblich
164,80.5,40,1,weiblich
176,68.6,41,0,männlich
173,77.8,42,0,männlich
160,62.8,36,1,weiblich
189,93.7,46,0,männlich
166,69.5,39,1,weiblich
177,84.4,44,0,männlich
158,55.8,38,1,weiblich
155,44.4,35,1,weiblich
169,72.4,40,1,weiblich
164,59.2,37,1,weiblich
176,85.9,42,1,weiblich
177,78.3,43,0,männlich
163,50.2,38,1,weiblich
177,77.9,40,0,männlich
174,66.4,41,1,weiblich
173,82.9,42,0,männlich
166,74.0,36,1,weiblich
182,86.0,41,0,männlich
171,61.8,40,1,weiblich
159,59.8,37,1,weiblich
176,80.5,44,0,männlich
179,86.4,44,0,männlich
186,84.2,44,0,männlich
175,79.2,39,1,weiblich
181,94.3,44,0,männlich
188,87.2,43,0,männlich
165,55.0,37,1,weiblich
173,80.1,42,0,männlich
160,55.4,36,1,weiblich
174,70.2,39,1,weiblich
164,62.9,37,1,weiblich
162,70.5,37,1,weiblich
187,95.2,43,0,männlich
167,62.3,39,1,weiblich
179,93.3,44,0,männlich
171,85.6,38,1,weiblich
180,92.4,43,0,männlich
178,78.6,42,0,männlich
175,67.2,41,1,weiblich
166,58.7,39,1,weiblich
174,72.7,39,1,weiblich
168,81.6,42,0,männlich
179,100.2,44,0,männlich
171,79.3,39,1,weiblich
175,92.4,44,0,männlich
180,82.1,43,0,männlich
181,87.8,43,0,männlich
156,59.5,38,1,weiblich
186,84.6,43,0,männlich
172,81.3,41,1,weiblich
182,94.1,43,0,männlich
192,76.0,45,0,männlich
158,62.4,37,1,weiblich
155,69.4,37,1,weiblich
185,90.8,45,0,männlich
169,72.3,40,1,weiblich
152,51.7,39,0,männlich
182,87.2,44,0,männlich
177,80.5,41,1,weiblich
183,97.7,43,0,männlich
189,97.4,46,0,männlich
162,59.4,38,1,weiblich
192,75.9,45,0,männlich
176,86.5,40,0,männlich
161,73.7,39,1,weiblich
182,92.4,46,0,männlich
179,83.1,46,0,männlich
164,62.3,38,1,weiblich
191,115.0,46,0,männlich
178,79.5,42,0,männlich
167,77.5,39,1,weiblich
175,75.1,43,0,männlich
163,59.8,36,1,weiblich
185,101.0,45,0,männlich
175,83.1,39,1,weiblich
186,93.2,43,0,männlich
189,109.4,45,0,männlich
180,86.0,44,0,männlich
186,76.5,46,0,männlich
177,85.9,43,0,männlich
180,91.9,42,0,männlich
181,97.5,43,0,männlich
172,75.3,39,1,weiblich
179,82.0,41,0,männlich
162,58.2,37,1,weiblich
178,92.0,43,0,männlich
168,70.0,38,1,weiblich
168,62.3,40,1,weiblich
161,75.8,39,1,weiblich
182,94.2,45,0,männlich
168,71.9,43,0,männlich
179,78.8,40,0,männlich
168,68.0,38,1,weiblich
169,69.0,39,1,weiblich
165,61.7,39,1,weiblich
189,87.7,44,0,männlich
164,60.9,38,1,weiblich
174,78.5,43,0,männlich
174,80.7,43,0,männlich
163,66.4,38,1,weiblich
181,89.6,46,0,männlich
169,70.1,42,0,männlich
186,83.0,44,0,männlich
162,53.3,36,1,weiblich
162,68.8,37,1,weiblich
170,64.0,40,1,weiblich
166,64.7,37,1,weiblich
160,66.6,38,1,weiblich
161,63.4,38,1,weiblich
162,64.6,38,1,weiblich
164,70.6,39,1,weiblich
186,88.4,43,0,männlich
166,73.2,38,1,weiblich
169,69.4,38,0,männlich
166,68.7,40,1,weiblich
178,73.8,43,0,männlich
159,65.3,36,1,weiblich
165,82.6,38,1,weiblich
176,74.9,43,0,männlich
177,82.2,41,0,männlich
184,78.0,44,0,männlich
188,98.1,43,0,männlich
166,69.5,37,1,weiblich
161,56.2,38,1,weiblich
175,73.8,42,0,männlich
160,53.9,36,1,weiblich
176,66.6,41,0,männlich
178,85.5,42,0,männlich
168,71.8,37,1,weiblich
170,62.5,39,1,weiblich
182,90.3,45,0,männlich
151,46.8,34,1,weiblich
179,80.2,44,0,männlich
163,67.9,36,1,weiblich
169,65.9,37,1,weiblich
175,66.4,39,1,weiblich
178,76.9,43,0,männlich
170,61.9,39,1,weiblich
182,74.3,44,0,männlich
159,53.3,36,1,weiblich
184,82.7,43,0,männlich
173,72.1,40,1,weiblich
162,70.5,38,1,weiblich
184,84.3,45,0,männlich
180,81.4,40,0,männlich
170,83.9,40,1,weiblich
165,63.5,37,1,weiblich
192,93.2,44,0,männlich
164,65.5,40,1,weiblich
163,55.8,37,1,weiblich
187,106.7,46,0,männlich
168,51.5,39,1,weiblich
175,77.6,39,0,männlich
183,101.8,44,0,männlich
175,95.4,42,0,männlich
162,68.1,36,1,weiblich
159,59.6,36,1,weiblich
163,63.2,38,1,weiblich
167,71.1,39,1,weiblich
168,68.0,39,1,weiblich
168,70.6,39,1,weiblich
175,90.3,42,0,männlich
175,67.6,43,0,männlich
160,62.8,38,1,weiblich
183,83.6,46,0,männlich
191,90.5,42,0,männlich
166,70.3,37,1,weiblich
169,66.0,37,1,weiblich
180,83.4,41,0,männlich
172,67.9,39,1,weiblich
163,53.2,38,1,weiblich
160,63.4,35,1,weiblich
175,73.9,42,0,männlich
178,66.0,40,0,männlich
181,96.8,44,0,männlich
172,85.6,39,0,männlich
164,75.4,37,1,weiblich
189,99.4,47,0,männlich
170,70.2,39,1,weiblich
163,74.9,40,0,männlich
178,80.5,41,0,männlich
182,82.0,44,0,männlich
170,75.9,40,1,weiblich
176,75.2,44,0,männlich
172,84.0,44,0,männlich
162,64.1,37,1,weiblich
181,85.9,44,0,männlich
172,84.9,42,0,männlich
175,80.4,42,0,männlich
182,95.1,44,0,männlich
163,66.1,40,1,weiblich
170,85.7,40,0,männlich
168,65.8,40,1,weiblich
176,79.5,40,1,weiblich
159,64.0,37,1,weiblich
191,96.5,46,0,männlich
183,96.7,45,0,männlich
174,86.2,42,0,männlich
169,75.7,42,0,männlich
166,54.4,38,1,weiblich
161,63.4,35,1,weiblich
169,60.8,39,1,weiblich
180,81.7,44,0,männlich
172,79.8,43,0,männlich
175,76.6,43,0,männlich
159,56.1,38,1,weiblich
165,54.1,37,1,weiblich
185,82.9,44,0,männlich
181,77.1,43,0,männlich
174,81.7,42,0,männlich
160,57.6,38,1,weiblich
191,97.9,45,0,männlich
162,64.8,38,1,weiblich
165,76.1,38,1,weiblich
166,65.6,38,1,weiblich
168,66.9,39,1,weiblich
187,91.0,45,0,männlich
164,64.4,36,1,weiblich
184,90.3,43,0,männlich
165,57.6,38,1,weiblich
177,75.3,43,0,männlich
170,61.9,39,1,weiblich
160,66.5,37,1,weiblich
172,74.7,41,1,weiblich
169,62.3,38,1,weiblich
169,62.6,38,1,weiblich
167,69.2,38,1,weiblich
166,81.4,38,1,weiblich
157,73.8,37,1,weiblich
173,81.3,41,0,männlich
170,72.2,39,1,weiblich
167,58.4,40,1,weiblich
168,63.0,39,1,weiblich
182,78.0,43,0,männlich
172,89.2,44,0,männlich
179,85.9,43,0,männlich
169,70.6,38,1,weiblich
178,92.9,45,0,männlich
168,67.6,39,1,weiblich
193,107.9,46,0,männlich
174,84.2,41,0,männlich
174,74.1,39,0,männlich
159,48.7,36,1,weiblich
171,63.5,39,1,weiblich
160,64.1,37,1,weiblich
174,62.7,41,1,weiblich
167,53.9,37,1,weiblich
176,83.6,42,0,männlich
190,85.2,45,0,männlich
163,56.9,37,1,weiblich
167,69.7,39,1,weiblich
182,93.4,43,0,männlich
182,94.4,46,0,männlich
160,67.6,36,1,weiblich
158,59.7,38,1,weiblich
170,70.8,40,1,weiblich
162,63.2,38,1,weiblich
191,89.6,44,0,männlich
172,79.0,41,1,weiblich
165,66.0,39,1,weiblich
162,64.2,37,1,weiblich
173,72.6,41,1,weiblich
169,77.0,41,1,weiblich
194,100.7,47,0,männlich
165,49.9,36,1,weiblich
157,59.8,38,1,weiblich
196,105.5,47,0,männlich
172,70.6,38,1,weiblich
181,94.5,43,0,männlich
179,83.7,43,1,weiblich
180,77.0,41,0,männlich
158,45.2,36,1,weiblich
179,87.3,43,0,männlich
186,85.8,43,0,männlich
195,100.6,46,0,männlich
176,87.8,42,0,männlich
176,83.9,42,0,männlich
181,94.4,44,0,männlich
171,66.0,40,1,weiblich
176,92.3,43,0,männlich
170,64.8,40,1,weiblich
186,80.1,45,0,männlich
162,57.0,39,1,weiblich
158,51.2,38,1,weiblich
170,68.3,40,1,weiblich
179,69.3,42,0,männlich
174,72.2,39,0,männlich
167,73.1,37,1,weiblich
185,78.4,43,0,männlich
178,78.7,41,1,weiblich
192,97.0,45,0,männlich
188,88.5,44,0,männlich
168,67.9,41,1,weiblich
178,77.9,41,1,weiblich
160,57.7,36,1,weiblich
169,54.5,38,1,weiblich
178,79.9,43,0,männlich
179,108.8,44,0,männlich
162,68.5,38,1,weiblich
186,90.3,45,0,männlich
185,85.0,44,0,männlich
166,53.7,37,1,weiblich
173,69.0,41,0,männlich
178,85.9,43,0,männlich
189,93.3,44,0,männlich
190,85.3,43,0,männlich
164,75.2,39,1,weiblich
167,50.9,39,1,weiblich
163,65.6,38,1,weiblich
155,55.6,35,1,weiblich
162,66.8,37,1,weiblich
169,71.8,38,0,männlich
157,58.5,36,1,weiblich
176,97.3,44,0,männlich
181,87.4,44,0,männlich
163,66.2,36,1,weiblich
183,80.1,43,0,männlich
185,83.3,43,0,männlich
161,67.3,39,1,weiblich
174,86.0,41,0,männlich
181,75.2,44,0,männlich
169,72.0,37,1,weiblich
181,95.1,45,0,männlich
175,86.0,45,0,männlich
169,63.8,40,1,weiblich
178,90.5,41,0,männlich
163,58.7,37,1,weiblich
173,72.4,40,0,männlich
170,67.6,41,1,weiblich
174,63.7,42,0,männlich
166,82.3,39,1,weiblich
172,92.3,40,0,männlich
183,81.6,46,0,männlich
176,89.2,44,0,männlich
176,90.3,43,0,männlich
182,85.7,44,0,männlich
181,85.6,44,0,männlich
172,72.4,39,1,weiblich
186,81.3,43,0,männlich
190,110.8,48,0,männlich
156,55.3,36,1,weiblich
167,71.9,39,1,weiblich
161,55.0,38,1,weiblich
188,95.6,44,0,männlich
191,104.5,46,0,männlich
184,89.0,45,0,männlich
176,82.7,43,0,männlich
181,88.8,44,0,männlich
160,64.1,36,1,weiblich
167,49.7,36,1,weiblich
188,89.2,46,0,männlich
173,68.3,41,0,männlich
175,83.6,43,0,männlich
170,62.0,37,1,weiblich
177,85.9,41,0,männlich
168,66.4,38,1,weiblich
171,60.9,38,1,weiblich
171,71.8,41,0,männlich
176,72.9,40,1,weiblich
181,69.1,40,0,männlich
168,62.7,37,1,weiblich
167,74.3,39,1,weiblich
164,64.7,38,1,weiblich
166,82.3,39,1,weiblich
161,59.2,36,1,weiblich
164,61.5,38,1,weiblich
163,66.0,38,1,weiblich
186,99.4,44,0,männlich
172,63.0,40,1,weiblich
172,78.5,42,0,männlich
184,81.0,42,0,männlich
163,75.8,39,1,weiblich
184,96.1,47,0,männlich
168,56.5,40,1,weiblich
163,60.5,41,1,weiblich
186,86.9,44,0,männlich
165,69.9,38,1,weiblich
163,68.8,39,1,weiblich
193,95.5,48,0,männlich
168,66.8,39,1,weiblich
161,59.4,38,1,weiblich
162,57.1,38,1,weiblich
172,72.6,40,1,weiblich
196,90.4,47,0,männlich
176,88.1,42,0,männlich
186,109.7,44,0,männlich
157,61.1,36,1,weiblich
170,70.2,41,0,männlich
158,57.5,37,1,weiblich
161,66.9,38,1,weiblich
150,47.7,36,1,weiblich
172,78.4,40,1,weiblich
171,65.1,38,1,weiblich
178,76.0,44,0,männlich
179,78.3,41,1,weiblich
178,82.7,43,0,männlich
173,67.4,40,0,männlich
165,74.4,37,1,weiblich
156,53.4,35,1,weiblich
175,79.1,43,0,männlich
163,60.2,38,1,weiblich
166,70.6,39,1,weiblich
171,78.2,39,1,weiblich
163,68.9,38,1,weiblich
175,84.4,42,0,männlich
168,80.1,38,1,weiblich
182,79.1,44,0,männlich
182,78.7,43,0,männlich
177,80.3,42,1,weiblich
168,74.8,39,1,weiblich
176,84.7,44,0,männlich
165,58.5,36,1,weiblich
164,66.3,37,1,weiblich
176,75.2,43,0,männlich
164,66.9,36,1,weiblich
166,68.2,38,1,weiblich
151,49.8,37,1,weiblich
194,103.2,46,0,männlich
177,64.7,42,0,männlich
181,89.8,43,0,männlich
173,65.8,39,1,weiblich
162,60.1,37,1,weiblich
174,68.1,43,0,männlich
175,79.8,42,0,männlich
177,83.3,44,0,männlich
185,95.6,43,0,männlich
183,92.0,43,0,männlich
168,63.5,38,1,weiblich
160,68.7,37,1,weiblich
157,78.0,38,1,weiblich
181,86.0,45,0,männlich
168,73.8,39,1,weiblich
180,94.0,39,1,weiblich
182,85.4,43,0,männlich
182,85.4,44,0,männlich
167,72.3,38,1,weiblich
165,67.5,39,1,weiblich
150,45.1,35,1,weiblich
182,94.8,44,0,männlich
165,62.4,37,1,weiblich
155,42.7,36,1,weiblich
166,66.1,37,1,weiblich
183,90.7,42,0,männlich
167,76.7,40,0,männlich
173,66.5,40,1,weiblich
170,57.5,39,1,weiblich
177,97.5,43,0,männlich
179,79.6,41,0,männlich
163,77.3,40,1,weiblich
185,85.0,46,0,männlich
174,66.0,38,1,weiblich
175,76.1,44,0,männlich
170,81.1,39,0,männlich
170,76.0,40,1,weiblich
183,91.8,44,0,männlich
161,63.4,40,1,weiblich
178,61.0,42,0,männlich
180,98.6,44,0,männlich
171,74.9,39,1,weiblich
180,89.7,44,0,männlich
181,77.0,42,0,männlich
165,69.0,39,1,weiblich
162,75.8,38,1,weiblich
160,63.2,37,1,weiblich
190,104.2,44,0,männlich
157,50.3,36,1,weiblich
169,81.8,43,0,männlich
171,81.6,40,1,weiblich
172,73.6,40,1,weiblich
152,53.3,37,1,weiblich
179,80.6,45,0,männlich
165,52.3,38,1,weiblich
172,70.8,41,1,weiblich
174,76.4,40,1,weiblich
168,81.2,41,0,männlich
176,68.4,44,0,männlich
173,79.8,39,1,weiblich
185,89.3,46,0,männlich
175,75.0,40,1,weiblich
165,58.4,38,1,weiblich
183,94.4,45,0,männlich
179,86.9,43,0,männlich
181,85.9,45,0,männlich
174,66.8,38,1,weiblich
187,81.3,42,0,männlich
167,79.2,39,1,weiblich
175,71.0,42,0,männlich
184,91.5,42,0,männlich
184,104.7,45,0,männlich
183,92.2,45,0,männlich
182,80.3,43,0,männlich
165,67.1,38,1,weiblich
184,90.4,45,0,männlich
160,54.9,37,1,weiblich
185,100.3,44,0,männlich
173,87.0,43,0,männlich
172,72.2,42,0,männlich
164,59.6,39,1,weiblich
167,65.5,38,1,weiblich
180,86.8,43,0,männlich
167,64.7,39,1,weiblich
171,65.8,38,1,weiblich
165,63.5,39,1,weiblich
174,80.8,41,0,männlich
167,69.0,40,1,weiblich
178,76.2,39,1,weiblich
173,75.3,43,0,männlich
176,84.2,42,0,männlich
190,94.2,46,0,männlich
178,94.6,41,0,männlich
160,53.7,38,0,männlich
169,64.9,38,1,weiblich
178,77.5,43,0,männlich
185,81.4,41,0,männlich
174,72.0,41,1,weiblich
184,90.5,43,0,männlich
167,81.3,39,1,weiblich
176,88.1,41,0,männlich
176,67.3,39,1,weiblich
176,80.0,42,0,männlich
162,52.6,36,1,weiblich
177,79.7,41,0,männlich
163,67.3,38,1,weiblich
190,90.7,43,0,männlich
160,67.2,37,1,weiblich
159,59.5,36,1,weiblich
174,80.3,44,0,männlich
186,95.7,46,0,männlich
167,58.6,38,1,weiblich
173,67.7,42,0,männlich
154,68.2,36,1,weiblich
179,74.7,41,0,männlich
168,59.7,39,1,weiblich
158,50.6,36,1,weiblich
180,75.0,44,0,männlich
179,80.6,40,0,männlich
173,64.9,40,1,weiblich
169,81.3,41,0,männlich
160,42.0,34,1,weiblich
175,76.9,40,1,weiblich
187,103.9,44,0,männlich
164,62.9,37,1,weiblich
164,60.9,38,1,weiblich
172,72.5,43,0,männlich
171,64.9,38,1,weiblich
165,71.5,37,1,weiblich
185,89.8,43,0,männlich
164,69.3,37,1,weiblich
181,86.9,45,0,männlich
169,57.9,40,0,männlich
169,61.8,41,1,weiblich
163,53.4,38,1,weiblich
164,68.9,37,1,weiblich
180,85.7,44,0,männlich
169,74.0,39,1,weiblich
174,74.5,41,1,weiblich
164,53.1,38,1,weiblich
186,103.3,45,0,männlich
180,79.0,42,0,männlich
163,54.8,37,1,weiblich
177,66.0,40,0,männlich
179,92.3,43,0,männlich
167,67.7,40,1,weiblich
172,71.5,39,1,weiblich
177,87.0,44,0,männlich
156,62.9,35,1,weiblich
166,72.3,39,1,weiblich
164,55.6,37,1,weiblich
178,82.4,41,0,männlich
177,99.4,42,0,männlich
172,74.7,41,0,männlich
183,83.6,45,0,männlich
164,59.5,38,1,weiblich
166,55.8,37,1,weiblich
162,67.3,39,1,weiblich
177,76.8,43,0,männlich
188,94.0,45,0,männlich
161,77.7,38,1,weiblich
177,69.8,42,0,männlich
183,81.5,44,0,männlich
166,77.2,40,1,weiblich
186,69.4,45,0,männlich
165,66.1,40,1,weiblich
157,51.6,37,1,weiblich
174,81.2,44,0,männlich
187,75.2,43,0,männlich
166,75.3,40,1,weiblich
177,87.1,45,0,männlich
168,64.3,39,1,weiblich
163,51.6,39,1,weiblich
157,56.5,35,1,weiblich
182,78.1,43,0,männlich
183,97.0,44,0,männlich
164,67.4,40,1,weiblich
161,54.9,38,1,weiblich
172,87.4,40,0,männlich
179,75.9,42,0,männlich
158,60.2,36,1,weiblich
176,89.7,43,0,männlich
159,49.1,36,1,weiblich
166,61.2,39,1,weiblich
160,58.0,37,1,weiblich
164,69.3,40,1,weiblich
173,73.0,40,1,weiblich
161,50.5,38,1,weiblich
174,80.7,40,0,männlich
179,81.6,45,0,männlich
164,55.5,37,1,weiblich
161,62.6,38,1,weiblich
166,75.3,39,1,weiblich
160,52.6,36,1,weiblich
181,90.8,43,0,männlich
176,73.7,42,0,männlich
181,84.6,45,0,männlich
167,74.5,38,1,weiblich
176,80.1,40,0,männlich
179,81.3,44,0,männlich
167,70.0,38,1,weiblich
181,83.6,45,0,männlich
181,101.1,41,0,männlich
179,83.6,42,0,männlich
168,68.8,38,1,weiblich
168,61.0,39,1,weiblich
171,71.3,39,1,weiblich
181,90.2,43,0,männlich
181,90.5,44,0,männlich
169,79.4,41,0,männlich
153,49.4,36,1,weiblich
173,74.8,41,0,männlich
179,78.0,40,0,männlich
176,86.6,44,0,männlich
171,65.3,39,1,weiblich
176,70.9,42,0,männlich
165,70.7,37,0,männlich
152,58.3,36,1,weiblich
158,55.0,37,1,weiblich
167,70.4,37,1,weiblich
175,67.9,42,1,weiblich
168,70.7,37,1,weiblich
165,57.0,38,1,weiblich
179,104.2,41,0,männlich
184,84.4,44,0,männlich
179,97.2,45,0,männlich
163,60.9,38,1,weiblich
168,76.2,38,1,weiblich
180,80.0,42,0,männlich
189,88.2,46,0,männlich
192,92.8,45,0,männlich
175,72.3,39,0,männlich
183,84.1,44,0,männlich
175,82.7,41,0,männlich
165,62.0,38,1,weiblich
156,51.1,35,1,weiblich
160,68.8,37,1,weiblich
159,53.2,35,1,weiblich
162,57.2,37,1,weiblich
164,65.1,38,1,weiblich
168,73.0,38,1,weiblich
172,80.4,43,0,männlich
172,84.2,42,0,männlich
164,68.0,38,1,weiblich
164,59.2,36,1,weiblich
166,65.2,38,1,weiblich
170,68.6,40,0,männlich
174,76.7,41,0,männlich
159,48.8,37,1,weiblich
166,75.5,39,0,männlich
180,74.8,42,0,männlich
180,88.9,43,0,männlich
179,74.7,42,0,männlich
174,64.3,39,1,weiblich
181,77.3,42,0,männlich
165,71.3,37,1,weiblich
189,94.6,46,0,männlich
178,94.4,43,0,männlich
180,85.2,42,0,männlich
193,96.5,44,0,männlich
186,91.9,48,0,männlich
165,78.2,37,1,weiblich
181,80.3,41,0,männlich
178,65.7,42,0,männlich
164,60.9,39,1,weiblich
155,60.8,36,1,weiblich
196,92.7,47,0,männlich
166,57.1,39,1,weiblich
167,73.9,39,1,weiblich
180,78.2,44,0,männlich
163,49.0,37,1,weiblich
170,68.1,37,1,weiblich
176,94.0,42,0,männlich
171,70.5,38,1,weiblich
166,46.5,36,1,weiblich
179,77.0,44,0,männlich
160,51.5,36,1,weiblich
169,61.9,39,1,weiblich
181,83.5,44,0,männlich
158,60.3,35,1,weiblich
180,99.0,46,0,männlich
172,63.2,39,1,weiblich
177,76.2,42,0,männlich
165,79.0,41,1,weiblich
160,46.3,37,1,weiblich
175,79.4,39,1,weiblich
173,77.6,41,0,männlich
171,70.4,42,1,weiblich
171,75.0,40,1,weiblich
181,88.2,41,0,männlich
176,80.6,40,0,männlich
175,88.4,42,0,männlich
167,73.5,39,1,weiblich
169,85.8,40,0,männlich
